,zone,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount,response,coverage,effective to date,employmentstatus,location code,marital status,months since last claim,months since policy inception,number of policies,policy,renew offer type,sales channel,vehicle size,vehicle type
208,north west,f,master,5808.93,43282.0,72.0,0,personal auto,two-door car,166.8,no,basic,1/7/11,employed,rural,divorced,3.0,3.0,3.0,personal l1,offer2,web,medsize,a
209,west region,m,college,8658.86,62464.0,109.0,0,personal auto,sports car,400.18,yes,basic,2/7/11,employed,urban,married,23.0,45.0,4.0,personal l3,offer2,agent,medsize,
210,west region,m,high school or below,4835.57,38144.0,71.0,0,personal auto,four-door car,511.2,no,basic,1/5/11,unemployed,suburban,single,11.0,71.0,6.0,personal l2,offer3,agent,medsize,
211,north west,m,high school or below,8564.77,95697.0,107.0,0,personal auto,sports car,178.01,yes,basic,2/17/11,employed,rural,married,29.0,29.0,9.0,personal l2,offer2,agent,medsize,a
212,east,f,high school or below,7942.45,12181.0,108.0,0,personal auto,four-door car,591.51,no,premium,2/8/11,disabled,suburban,divorced,10.0,19.0,4.0,personal l1,offer2,web,medsize,
213,north west,f,college,6521.37,72608.0,82.0,3,personal auto,four-door car,393.6,yes,extended,1/9/11,employed,suburban,married,26.0,19.0,8.0,personal l3,offer2,agent,medsize,
214,west region,f,bachelor,5860.48,36889.0,74.0,1,personal auto,four-door car,192.19,no,basic,2/25/11,employed,urban,married,24.0,82.0,3.0,personal l2,offer1,agent,medsize,
215,north west,m,doctor,8188.92,45318.0,103.0,0,personal auto,,494.4,no,basic,1/8/11,employed,suburban,married,17.0,27.0,8.0,personal l2,offer2,call center,,
216,central,m,master,10552.17,47761.0,131.0,0,personal auto,suv,232.71,no,extended,1/2/11,employed,rural,married,2.0,54.0,6.0,personal l3,offer1,agent,small,
217,east,m,bachelor,4854.75,29834.0,64.0,0,personal auto,four-door car,307.2,no,basic,2/16/11,employed,suburban,single,19.0,44.0,3.0,personal l3,offer4,agent,medsize,
218,north west,m,high school or below,3815.32,23540.0,103.0,2,corporate auto,two-door car,494.4,no,premium,2/4/11,disabled,suburban,married,30.0,23.0,1.0,corporate l3,offer3,branch,medsize,
219,west region,m,high school or below,9801.29,38144.0,91.0,0,corporate auto,four-door car,436.8,no,extended,1/22/11,unemployed,suburban,married,33.0,38.0,2.0,corporate l3,offer3,agent,small,a
220,north west,m,high school or below,14703.13,38144.0,71.0,1,personal auto,four-door car,819.58,no,basic,2/2/11,unemployed,suburban,single,16.0,30.0,2.0,personal l3,offer1,call center,small,
221,north west,m,college,3508.57,20978.0,98.0,1,personal auto,four-door car,1176.28,yes,extended,1/5/11,medical leave,suburban,married,19.0,96.0,1.0,personal l3,offer2,branch,small,
222,central,m,high school or below,9657.58,38144.0,131.0,0,corporate auto,suv,628.8,yes,extended,1/31/11,unemployed,suburban,married,34.0,61.0,9.0,corporate l3,offer1,agent,medsize,
223,north west,m,high school or below,5141.98,60277.0,65.0,0,personal auto,four-door car,146.39,no,basic,2/22/11,employed,rural,married,32.0,19.0,7.0,personal l1,offer3,web,medsize,a
224,central,f,college,5996.07,38144.0,83.0,0,personal auto,four-door car,398.4,no,extended,2/10/11,unemployed,suburban,married,5.0,59.0,9.0,personal l2,offer4,branch,medsize,a
225,central,f,bachelor,8256.3,62902.0,69.0,0,personal auto,two-door car,159.38,yes,basic,1/25/11,employed,rural,married,14.0,94.0,2.0,personal l3,offer2,web,medsize,a
226,east,f,bachelor,6837.54,90750.0,170.0,0,personal auto,,746.05,no,premium,2/10/11,employed,urban,married,30.0,47.0,1.0,personal l2,offer4,agent,,
227,central,f,bachelor,10479.9,78435.0,130.0,0,personal auto,suv,553.61,no,extended,2/23/11,employed,urban,divorced,11.0,19.0,4.0,personal l3,offer1,call center,medsize,a
228,central,m,high school or below,9868.6,38144.0,99.0,0,personal auto,four-door car,712.8,no,extended,2/2/11,unemployed,suburban,single,25.0,23.0,2.0,personal l1,offer2,agent,medsize,
229,east,m,bachelor,9654.52,67772.0,82.0,0,personal auto,four-door car,502.58,no,extended,1/9/11,employed,suburban,single,29.0,27.0,2.0,personal l1,offer4,branch,medsize,a
230,west region,f,master,2866.6,26924.0,73.0,0,personal auto,,262.09,no,basic,2/7/11,disabled,urban,married,12.0,80.0,1.0,personal l2,offer1,call center,,
231,west region,f,college,2435.32,43721.0,61.0,0,personal auto,four-door car,292.8,no,basic,2/17/11,employed,suburban,married,5.0,84.0,1.0,personal l2,offer2,branch,small,a
232,west region,m,bachelor,8349.52,45428.0,109.0,1,corporate auto,suv,487.27,no,basic,1/9/11,employed,urban,divorced,2.0,46.0,3.0,corporate l3,offer1,call center,medsize,
233,central,f,bachelor,22620.75,49564.0,193.0,0,corporate auto,sports car,286.37,no,premium,1/28/11,employed,rural,single,22.0,82.0,2.0,corporate l3,offer1,agent,medsize,a
234,north west,f,high school or below,5301.84,20269.0,66.0,0,personal auto,two-door car,475.2,no,basic,1/1/11,employed,suburban,married,14.0,79.0,3.0,personal l3,offer1,agent,small,a
235,north west,m,high school or below,8209.6,68022.0,103.0,0,personal auto,sports car,494.4,no,basic,2/11/11,employed,suburban,married,3.0,26.0,3.0,personal l3,offer4,web,small,
236,north west,f,high school or below,7897.02,38144.0,72.0,0,personal auto,two-door car,518.4,no,basic,1/30/11,unemployed,suburban,single,8.0,54.0,2.0,personal l2,offer1,agent,medsize,a
237,west region,f,bachelor,5358.16,40833.0,69.0,0,corporate auto,four-door car,294.59,no,basic,2/27/11,employed,urban,single,13.0,84.0,6.0,corporate l1,offer2,call center,medsize,a
238,central,m,doctor,3757.8,36633.0,96.0,1,personal auto,four-door car,460.8,no,extended,1/28/11,employed,suburban,single,20.0,61.0,1.0,personal l2,offer2,call center,medsize,a
239,east,m,bachelor,66025.75,33481.0,188.0,0,personal auto,luxury suv,1194.89,no,basic,2/22/11,employed,suburban,single,28.0,46.0,2.0,personal l3,offer1,agent,medsize,a
240,east,m,bachelor,4748.79,38144.0,70.0,0,personal auto,four-door car,504.0,no,basic,1/19/11,unemployed,suburban,single,8.0,74.0,3.0,personal l3,offer2,branch,small,
241,east,f,college,4787.21,38144.0,67.0,0,personal auto,four-door car,321.6,no,basic,2/24/11,unemployed,suburban,single,16.0,45.0,5.0,personal l3,offer1,call center,small,
242,west region,m,college,6674.18,38144.0,189.0,0,personal auto,luxury suv,1737.32,no,basic,1/3/11,unemployed,suburban,single,23.0,14.0,1.0,personal l2,offer4,branch,large,a
243,west region,m,bachelor,1898.01,38144.0,67.0,3,personal auto,two-door car,413.61,no,basic,2/26/11,unemployed,suburban,single,15.0,91.0,1.0,personal l2,offer1,agent,medsize,
244,north west,m,high school or below,9657.58,38144.0,131.0,0,personal auto,suv,628.8,yes,extended,1/31/11,unemployed,suburban,married,34.0,61.0,9.0,personal l3,offer1,agent,medsize,
245,west region,f,master,11140.3,27679.0,150.0,0,personal auto,suv,722.49,no,premium,1/21/11,disabled,suburban,single,30.0,28.0,3.0,personal l1,offer1,call center,medsize,
246,central,m,college,2843.56,67952.0,71.0,0,personal auto,two-door car,167.41,no,basic,1/30/11,employed,rural,married,16.0,0.0,1.0,personal l3,offer4,branch,medsize,a
247,central,f,high school or below,13770.98,59207.0,116.0,0,personal auto,,556.8,yes,premium,2/1/11,employed,suburban,single,23.0,21.0,2.0,personal l1,offer1,agent,,a
248,north west,m,bachelor,2656.99,57117.0,67.0,0,personal auto,four-door car,321.6,no,basic,2/23/11,employed,suburban,married,6.0,29.0,1.0,personal l3,offer4,branch,small,a
249,nan,f,college,2605.57,60252.0,65.0,0,personal auto,four-door car,182.44,,basic,1/5/11,employed,urban,married,10.0,8.0,1.0,personal l2,offer4,agent,medsize,a
250,north west,m,college,3794.96,19794.0,105.0,0,personal auto,four-door car,504.0,no,premium,2/22/11,retired,suburban,married,1.0,78.0,1.0,personal l1,offer4,call center,medsize,a
251,east,f,high school or below,4067.0,28466.0,102.0,0,personal auto,suv,371.8,no,basic,1/9/11,employed,urban,married,33.0,91.0,1.0,personal l3,offer3,agent,medsize,a
252,west region,m,high school or below,3933.81,25927.0,103.0,0,personal auto,suv,674.97,yes,basic,1/23/11,employed,suburban,single,6.0,20.0,1.0,personal l3,offer2,web,medsize,a
253,west region,f,high school or below,7413.39,38144.0,106.0,0,personal auto,sports car,508.8,no,basic,2/25/11,unemployed,suburban,single,7.0,44.0,4.0,personal l2,offer1,web,medsize,
254,west region,m,high school or below,8008.1,63775.0,100.0,0,corporate auto,suv,462.75,no,basic,1/26/11,employed,urban,married,29.0,3.0,3.0,corporate l1,offer2,call center,small,
255,north west,m,high school or below,7519.13,96306.0,95.0,1,corporate auto,four-door car,185.36,yes,extended,2/20/11,employed,rural,divorced,12.0,17.0,6.0,corporate l2,offer1,agent,medsize,
256,central,f,college,2689.17,26554.0,68.0,1,personal auto,two-door car,391.69,no,basic,2/9/11,employed,suburban,married,18.0,86.0,1.0,personal l2,offer3,web,small,
257,central,f,bachelor,4334.06,23904.0,123.0,3,personal auto,,590.4,yes,extended,2/27/11,retired,suburban,single,1.0,67.0,1.0,personal l3,offer1,agent,,
258,central,m,high school or below,5191.05,38144.0,141.0,0,corporate auto,suv,676.8,no,premium,2/14/11,unemployed,suburban,married,7.0,32.0,1.0,corporate l2,offer4,web,medsize,
259,north west,f,bachelor,8319.12,49734.0,69.0,0,corporate auto,four-door car,154.75,no,basic,2/1/11,employed,rural,married,3.0,41.0,2.0,corporate l3,offer4,call center,medsize,a
260,central,f,bachelor,8186.31,20369.0,105.0,0,personal auto,suv,1126.66,no,basic,1/20/11,disabled,suburban,married,4.0,38.0,3.0,personal l1,offer1,agent,small,a
261,central,f,bachelor,4794.93,46143.0,122.0,0,personal auto,suv,223.03,no,extended,2/2/11,employed,rural,divorced,15.0,85.0,1.0,personal l2,offer1,call center,medsize,a
262,north west,m,high school or below,8718.06,89096.0,111.0,0,personal auto,suv,64.98,no,basic,1/17/11,employed,rural,single,1.0,50.0,3.0,personal l1,offer2,branch,large,
263,north west,m,high school or below,17622.13,38144.0,252.0,0,corporate auto,luxury suv,1814.4,no,premium,2/18/11,unemployed,suburban,single,31.0,10.0,3.0,corporate l2,offer4,branch,medsize,
264,west region,m,doctor,10831.13,23202.0,96.0,0,personal auto,,460.8,no,extended,2/1/11,disabled,suburban,divorced,29.0,59.0,2.0,personal l1,offer3,call center,,
265,west region,f,bachelor,4639.98,28358.0,117.0,0,personal auto,sports car,84.02,no,basic,1/4/11,employed,rural,married,24.0,37.0,1.0,personal l2,offer2,call center,medsize,
266,nan,f,college,8428.47,12180.0,113.0,0,corporate auto,suv,675.57,,basic,2/15/11,disabled,suburban,single,17.0,62.0,3.0,corporate l3,offer1,agent,medsize,a
267,central,f,college,3756.64,38144.0,108.0,3,personal auto,suv,718.38,no,basic,2/27/11,unemployed,suburban,married,32.0,49.0,1.0,personal l2,offer2,agent,medsize,
268,west region,f,college,33288.16,91541.0,118.0,0,personal auto,four-door car,51.55,no,premium,2/3/11,employed,rural,married,23.0,3.0,2.0,personal l2,offer2,branch,medsize,
269,north west,f,bachelor,16963.84,38144.0,117.0,0,corporate auto,suv,561.6,no,basic,2/12/11,unemployed,suburban,divorced,26.0,33.0,2.0,corporate l2,offer1,call center,medsize,a
270,central,f,high school or below,5170.03,38144.0,69.0,0,personal auto,four-door car,331.2,no,basic,1/17/11,unemployed,suburban,married,27.0,48.0,9.0,personal l2,offer2,call center,small,a
271,central,f,bachelor,4376.36,63774.0,111.0,0,personal auto,four-door car,60.04,yes,premium,2/28/11,employed,rural,divorced,18.0,63.0,1.0,personal l2,offer2,agent,medsize,
272,west region,f,college,8714.92,38144.0,118.0,0,personal auto,suv,566.4,yes,basic,2/21/11,unemployed,suburban,divorced,14.0,64.0,4.0,personal l3,offer1,agent,medsize,
273,west region,m,college,7019.18,26806.0,63.0,0,personal auto,four-door car,302.4,yes,basic,1/23/11,retired,suburban,married,32.0,19.0,2.0,personal l2,offer1,agent,medsize,a
274,central,f,high school or below,6317.37,13792.0,87.0,2,personal auto,four-door car,620.19,no,extended,2/2/11,medical leave,suburban,divorced,2.0,3.0,3.0,personal l3,offer1,web,medsize,
275,north west,m,college,6886.32,34615.0,87.0,0,personal auto,four-door car,417.6,no,extended,1/6/11,employed,suburban,married,6.0,73.0,7.0,personal l2,offer1,agent,medsize,a
276,north west,f,college,15102.23,38144.0,137.0,0,personal auto,suv,32.98,no,extended,1/22/11,unemployed,rural,married,10.0,92.0,2.0,personal l2,offer2,branch,medsize,
277,west region,f,college,11727.78,29879.0,102.0,0,personal auto,four-door car,500.25,no,premium,1/9/11,disabled,suburban,married,17.0,0.0,2.0,personal l3,offer3,web,medsize,a
278,north west,m,bachelor,6222.21,74270.0,78.0,0,corporate auto,two-door car,122.49,no,extended,1/14/11,employed,rural,single,33.0,2.0,7.0,corporate l2,offer4,agent,medsize,a
279,central,m,bachelor,6307.5,38144.0,88.0,2,personal auto,four-door car,422.4,no,extended,1/27/11,unemployed,suburban,married,16.0,28.0,7.0,personal l2,offer1,branch,small,a
280,central,m,high school or below,6366.23,44368.0,80.0,0,personal auto,two-door car,384.0,yes,extended,1/7/11,employed,suburban,married,5.0,72.0,3.0,personal l2,offer2,call center,large,a
281,east,f,bachelor,5407.75,22555.0,70.0,0,personal auto,two-door car,336.0,no,basic,1/12/11,disabled,suburban,married,1.0,62.0,3.0,personal l1,offer1,agent,medsize,
282,nan,m,high school or below,2483.54,87492.0,62.0,0,personal auto,two-door car,264.46,,basic,2/26/11,employed,urban,married,15.0,69.0,1.0,personal l2,offer3,agent,medsize,
283,west region,m,high school or below,3360.27,75216.0,84.0,1,corporate auto,four-door car,65.8,no,extended,1/23/11,employed,rural,married,23.0,39.0,1.0,corporate l3,offer4,agent,medsize,a
284,west region,m,master,8429.49,98796.0,104.0,0,personal auto,suv,499.2,no,basic,2/1/11,employed,suburban,married,22.0,32.0,3.0,personal l3,offer4,agent,medsize,a
285,central,f,bachelor,8709.85,85185.0,107.0,0,corporate auto,suv,166.5,no,basic,2/15/11,employed,rural,married,26.0,91.0,5.0,corporate l3,offer1,agent,small,
286,central,f,college,4347.59,81412.0,109.0,0,personal auto,two-door car,344.29,no,premium,1/29/11,employed,urban,divorced,1.0,29.0,1.0,personal l3,offer1,branch,large,a
287,west region,f,college,5437.91,23339.0,138.0,0,corporate auto,suv,666.31,no,extended,1/9/11,employed,suburban,married,8.0,31.0,1.0,corporate l3,offer2,branch,medsize,a
288,north west,f,college,8406.39,42540.0,70.0,0,personal auto,four-door car,43.55,no,basic,2/3/11,employed,rural,married,15.0,52.0,2.0,personal l1,offer1,agent,medsize,a
289,central,m,college,3623.45,38144.0,111.0,2,corporate auto,suv,1171.93,no,basic,1/20/11,unemployed,suburban,single,6.0,24.0,1.0,corporate l2,offer1,agent,medsize,a
290,north west,f,college,7223.69,38144.0,97.0,0,personal auto,four-door car,465.6,no,extended,1/28/11,unemployed,suburban,married,31.0,58.0,3.0,personal l1,offer1,web,medsize,
291,north west,f,bachelor,2355.28,38144.0,63.0,0,personal auto,four-door car,302.4,no,basic,2/13/11,unemployed,suburban,married,20.0,5.0,1.0,personal l3,offer1,branch,small,a
292,west region,m,high school or below,8807.61,59762.0,113.0,0,corporate auto,suv,542.4,no,basic,2/14/11,employed,suburban,divorced,27.0,91.0,3.0,corporate l3,offer3,call center,medsize,
293,west region,f,bachelor,5977.41,25320.0,76.0,1,personal auto,four-door car,269.07,no,extended,2/5/11,employed,urban,married,10.0,70.0,8.0,personal l3,offer1,agent,large,a
294,west region,f,high school or below,7782.13,70059.0,194.0,0,personal auto,luxury suv,253.74,no,basic,2/14/11,employed,rural,married,1.0,97.0,1.0,personal l3,offer2,agent,medsize,a
295,north west,f,bachelor,9422.97,34115.0,119.0,0,personal auto,suv,466.12,no,basic,2/16/11,employed,urban,married,6.0,73.0,6.0,personal l2,offer1,agent,medsize,
296,west region,m,bachelor,7478.31,23530.0,65.0,0,corporate auto,two-door car,312.0,no,basic,1/26/11,employed,suburban,divorced,22.0,34.0,2.0,corporate l3,offer3,agent,medsize,
297,west region,f,college,2822.73,38144.0,77.0,0,personal auto,four-door car,138.95,no,extended,2/19/11,unemployed,rural,married,33.0,86.0,1.0,personal l1,offer1,web,large,a
298,central,f,bachelor,5392.44,75438.0,136.0,0,personal auto,suv,438.48,no,extended,1/14/11,employed,urban,single,11.0,97.0,1.0,personal l3,offer1,call center,medsize,
299,north west,m,bachelor,4165.25,58299.0,105.0,1,personal auto,four-door car,504.0,no,premium,1/20/11,employed,suburban,married,24.0,22.0,1.0,personal l3,offer1,branch,medsize,
300,west region,m,bachelor,25030.89,38144.0,110.0,1,corporate auto,suv,528.0,no,basic,1/22/11,unemployed,suburban,divorced,1.0,53.0,2.0,corporate l2,offer1,branch,medsize,a
301,north west,m,bachelor,7304.16,38144.0,104.0,0,personal auto,four-door car,499.2,no,premium,2/25/11,unemployed,suburban,divorced,35.0,79.0,3.0,personal l2,offer1,agent,medsize,a
302,north west,f,college,10484.92,61108.0,89.0,0,corporate auto,four-door car,49.45,yes,extended,2/1/11,employed,rural,divorced,22.0,93.0,2.0,corporate l1,offer2,agent,medsize,a
303,west region,m,high school or below,26220.03,24743.0,84.0,0,personal auto,four-door car,1008.04,no,extended,1/15/11,employed,suburban,divorced,8.0,23.0,2.0,personal l2,offer2,branch,small,a
304,central,f,bachelor,22256.69,23444.0,196.0,0,corporate auto,suv,940.8,no,premium,2/17/11,disabled,suburban,married,7.0,62.0,2.0,corporate l3,offer1,call center,medsize,a
305,west region,f,college,3683.1,38144.0,101.0,0,corporate auto,sports car,564.47,no,basic,1/6/11,unemployed,suburban,married,19.0,16.0,1.0,corporate l2,offer4,call center,medsize,a
306,nan,m,bachelor,2373.8,38144.0,65.0,0,corporate auto,two-door car,312.0,,basic,1/14/11,unemployed,suburban,married,32.0,88.0,1.0,corporate l2,offer1,agent,medsize,a
307,north west,f,high school or below,5323.87,64706.0,135.0,0,corporate auto,suv,77.13,no,extended,1/5/11,employed,rural,single,0.0,30.0,1.0,corporate l2,offer1,agent,medsize,
308,north west,f,bachelor,11814.48,38144.0,106.0,0,personal auto,suv,763.2,no,basic,1/3/11,unemployed,suburban,single,1.0,38.0,2.0,personal l3,offer2,agent,large,a
309,west region,m,bachelor,9410.67,96060.0,117.0,0,corporate auto,four-door car,561.6,no,premium,1/7/11,employed,suburban,married,6.0,57.0,3.0,corporate l1,offer1,branch,large,a
310,central,f,high school or below,4591.63,83297.0,113.0,0,personal auto,suv,542.4,no,basic,1/1/11,employed,suburban,married,6.0,28.0,1.0,personal l2,offer2,call center,medsize,
311,central,m,bachelor,4838.98,38144.0,70.0,2,special auto,four-door car,336.0,no,basic,1/17/11,unemployed,suburban,divorced,11.0,36.0,7.0,special l2,offer2,agent,large,a
312,west region,m,master,9424.26,46897.0,118.0,0,corporate auto,suv,322.58,no,basic,2/10/11,employed,urban,married,13.0,11.0,3.0,corporate l3,offer1,agent,medsize,
313,west region,f,high school or below,6385.62,38144.0,63.0,1,personal auto,two-door car,302.4,no,basic,2/2/11,unemployed,suburban,single,16.0,35.0,2.0,personal l3,offer1,agent,medsize,a
314,central,m,bachelor,3139.17,31177.0,79.0,0,personal auto,four-door car,905.7,no,extended,2/1/11,employed,suburban,married,14.0,28.0,1.0,personal l3,offer4,call center,small,a
315,north west,f,college,10208.93,35482.0,129.0,0,corporate auto,suv,619.2,yes,extended,2/14/11,employed,suburban,married,21.0,59.0,3.0,corporate l1,offer1,branch,medsize,
316,central,m,high school or below,5484.59,47611.0,69.0,0,corporate auto,four-door car,593.65,no,basic,2/21/11,employed,suburban,married,17.0,65.0,4.0,corporate l3,offer2,call center,small,a
317,central,f,college,5350.0,89158.0,67.0,0,personal auto,four-door car,272.2,no,basic,1/4/11,employed,urban,single,34.0,71.0,6.0,personal l2,offer1,branch,medsize,
